10MAINBKGRP20260607IE12BOFI90000012345678EUR
20TX-2026-000120260607PMT-REF-20001                 000000001001CRINV-2026-8001            Party_1                       
20TX-2026-660520260607PMT-REF-26605                 000000007605CRINV-2026-14605           Party_6605                    
20TX-2026-660620260607PMT-REF-26606                 000000007606CRINV-2026-14606           Party_6606                    
20TX-2026-660720260607PMT-REF-26607                 000000007607CRINV-2026-14607           Party_6607                    
20TX-2026-660820260607PMT-REF-26608                 000000007608CRINV-2026-14608           Party_6608                    
20TX-2026-660920260607PMT-REF-26609                 000000007609CRINV-2026-14609           Party_6609                    
20TX-2026-661020260607PMT-REF-26610                 000000007610CRINV-2026-14610           Party_6610                    
20TX-2026-661120260607PMT-REF-26611                 000000007611CRINV-2026-14611           Party_6611                    
20TX-2026-661220260607PMT-REF-26612                 000000007612CRINV-2026-14612           Party_6612                    
20TX-2026-661320260607PMT-REF-26613                 000000007613CRINV-2026-14613           Party_6613                    
20TX-2026-661420260607PMT-REF-26614                 000000007614CRINV-2026-14614           Party_6614                    
20TX-2026-661520260607PMT-REF-26615                 000000007615CRINV-2026-14615           Party_6615                    
20TX-2026-661620260607PMT-REF-26616                 000000007616CRINV-2026-14616           Party_6616                    
20TX-2026-661720260607PMT-REF-26617                 000000007617CRINV-2026-14617           Party_6617                    
20TX-2026-661820260607PMT-REF-26618                 000000007618CRINV-2026-14618           Party_6618                    
20TX-2026-661920260607PMT-REF-26619                 000000007619CRINV-2026-14619           Party_6619                    
20TX-2026-662020260607PMT-REF-26620                 000000007620CRINV-2026-14620           Party_6620                    
20TX-2026-662120260607PMT-REF-26621                 000000007621CRINV-2026-14621           Party_6621                    
20TX-2026-662220260607PMT-REF-26622                 000000007622CRINV-2026-14622           Party_6622                    
20TX-2026-662320260607PMT-REF-26623                 000000007623CRINV-2026-14623           Party_6623                    
20TX-2026-662420260607PMT-REF-26624                 000000007624CRINV-2026-14624           Party_6624                    
20TX-2026-662520260607PMT-REF-26625                 000000007625CRINV-2026-14625           Party_6625                    
20TX-2026-662620260607PMT-REF-26626                 000000007626CRINV-2026-14626           Party_6626                    
20TX-2026-662720260607PMT-REF-26627                 000000007627CRINV-2026-14627           Party_6627                    
20TX-2026-662820260607PMT-REF-26628                 000000007628CRINV-2026-14628           Party_6628                    
20TX-2026-662920260607PMT-REF-26629                 000000007629CRINV-2026-14629           Party_6629                    
20TX-2026-663020260607PMT-REF-26630                 000000007630CRINV-2026-14630           Party_6630                    
20TX-2026-663120260607PMT-REF-26631                 000000007631CRINV-2026-14631           Party_6631                    
20TX-2026-663220260607PMT-REF-26632                 000000007632CRINV-2026-14632           Party_6632                    
20TX-2026-663320260607PMT-REF-26633                 000000007633CRINV-2026-14633           Party_6633                    
20TX-2026-663420260607PMT-REF-26634                 000000007634CRINV-2026-14634           Party_6634                    
20TX-2026-663520260607PMT-REF-26635                 000000007635CRINV-2026-14635           Party_6635                    
20TX-2026-663620260607PMT-REF-26636                 000000007636CRINV-2026-14636           Party_6636                    
20TX-2026-663720260607PMT-REF-26637                 000000007637CRINV-2026-14637           Party_6637                    
20TX-2026-663820260607PMT-REF-26638                 000000007638CRINV-2026-14638           Party_6638                    
20TX-2026-663920260607PMT-REF-26639                 000000007639CRINV-2026-14639           Party_6639                    
20TX-2026-664020260607PMT-REF-26640                 000000007640CRINV-2026-14640           Party_6640                    
20TX-2026-664120260607PMT-REF-26641                 000000007641CRINV-2026-14641           Party_6641                    
20TX-2026-664220260607PMT-REF-26642                 000000007642CRINV-2026-14642           Party_6642                    
20TX-2026-664320260607PMT-REF-26643                 000000007643CRINV-2026-14643           Party_6643                    
20TX-2026-664420260607PMT-REF-26644                 000000007644CRINV-2026-14644           Party_6644                    
20TX-2026-664520260607PMT-REF-26645                 000000007645CRINV-2026-14645           Party_6645                    
20TX-2026-664620260607PMT-REF-26646                 000000007646CRINV-2026-14646           Party_6646                    
20TX-2026-664720260607PMT-REF-26647                 000000007647CRINV-2026-14647           Party_6647                    
20TX-2026-664820260607PMT-REF-26648                 000000007648CRINV-2026-14648           Party_6648                    
20TX-2026-664920260607PMT-REF-26649                 000000007649CRINV-2026-14649           Party_6649                    
20TX-2026-665020260607PMT-REF-26650                 000000007650CRINV-2026-14650           Party_6650                    
20TX-2026-665120260607PMT-REF-26651                 000000007651CRINV-2026-14651           Party_6651                    
20TX-2026-665220260607PMT-REF-26652                 000000007652CRINV-2026-14652           Party_6652                    
20TX-2026-665320260607PMT-REF-26653                 000000007653CRINV-2026-14653           Party_6653                    
20TX-2026-665420260607PMT-REF-26654                 000000007654CRINV-2026-14654           Party_6654                    
20TX-2026-665520260607PMT-REF-26655                 000000007655CRINV-2026-14655           Party_6655                    
20TX-2026-665620260607PMT-REF-26656                 000000007656CRINV-2026-14656           Party_6656                    
20TX-2026-665720260607PMT-REF-26657                 000000007657CRINV-2026-14657           Party_6657                    
20TX-2026-665820260607PMT-REF-26658                 000000007658CRINV-2026-14658           Party_6658                    
20TX-2026-665920260607PMT-REF-26659                 000000007659CRINV-2026-14659           Party_6659                    
20TX-2026-666020260607PMT-REF-26660                 000000007660CRINV-2026-14660           Party_6660                    
20TX-2026-666120260607PMT-REF-26661                 000000007661CRINV-2026-14661           Party_6661                    
20TX-2026-666220260607PMT-REF-26662                 000000007662CRINV-2026-14662           Party_6662                    
20TX-2026-666320260607PMT-REF-26663                 000000007663CRINV-2026-14663           Party_6663                    
20TX-2026-666420260607PMT-REF-26664                 000000007664CRINV-2026-14664           Party_6664                    
